CASE_NUMBER,GENDER,MIN_AGE,MAX_AGE,ETHNICITY,HEIGHT_CM,BUILD,DATE_FOUND,ESTIMATED_DEATH,BODY_OR_REMAINS,HAIR,FACIAL_HAIR,EYE_COLOUR,DISTINGUISHING_FEATURES,CLOTHING,POSSESSIONS,CIRCUMSTANCES,JEWELLERY,KNOWN_NOT_TO_BE
06-024877,male,18,30,white european,175,stocky,1972-05-09,,body,light brown - greying,,unknown,"{'FEATURE_1': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'UPPER TEETH', 'LOCATION': 'TEETH', 'DESCRIPTION': None}, 'FEATURE_2': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'LOWER', 'LOCATION': 'TEETH', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'SUIT', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""2 X PIECE, NAME OF 'G. STRACHAN' OR 'C. STRACHAN' AND '6'""}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'SUIT', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""2 X PIECE, NAME OF 'G. STRACHAN' OR 'C. STRACHAN' AND '6'""}, 'CLOTHING_3': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""NAME OF 'G. STRACHAN' OR 'C. STRACHAN' AND '6'""}}",,decomposed body recovered from the rocks at beadnell. it is believed he had been in the sea between 3 weeks and 3 months.,,
06-025979,male,18,30,white european,178,medium,1972-05-06,,body,grey - receding,,unknown,"{'FEATURE_1': {'CATEGORY': 'MARK', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'RIGHT ARM', 'DESCRIPTION': None}, 'FEATURE_2': {'CATEGORY': 'MARK', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'RIGHT LEG', 'DESCRIPTION': None}, 'FEATURE_3': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'RIGHT ARM', 'DESCRIPTION': None}, 'FEATURE_4': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'RIGHT ARM', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DESCRIBED AS SANDALS'}, 'CLOTHING_3': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'SCARF', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BEIGE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DESCRIBED AS NECKSCARF'}}",,found in river thames below greenwich pier.,,
06-024874,male,18,30,white european,175,,1972-03-19,,body,light brown - greying,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'DARK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'COLLARLESS'}, 'CLOTHING_3': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'SWEATER', 'COLOUR': 'PURPLE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'PULLOVER'}, 'CLOTHING_4': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'DARK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'DUFFLE', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_6': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_7': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_8': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""SHIRT TAB FOUND NEARBY WITH INITIALS 'T.F.O.R.'""}}","[""shirt tab found nearby with initials 't.f.o.r.'""]","decomposed body found in a copse at worthington, near wigan. thought to have been dead for approximately 6 months.",,
06-025985,female,18,30,white european,157,medium,1972-03-14,,body,brown - curly,,grey,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'ANORAK', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'CARDIGAN', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'DRESS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LONG IN LENGTH.'}}",,body found in the river thames near custom house quay.,"watch - 1 - yellow metal ""stirling"" wristwatch-expanding bracelate

ring - 1 - yellow metal on 3rd finger

ring - 1 - white metal set with stones 2nd right finger",
07-032518,female,18,30,unknown,155,stocky,1972-03-12,,body,grey - untidy,,unknown,"{'FEATURE_1': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'CUT', 'LOCATION': 'LEFT LEG', 'DESCRIPTION': None}, 'FEATURE_2': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'FALSE TEETH', 'LOCATION': 'TEETH', 'DESCRIPTION': 'UPPER TEETH'}}","{'CLOTHING_1': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'BRA', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'NAVY BLUE WITH MATCHING BRIEFS AND GIRDLE'}, 'CLOTHING_2': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'KNICKERS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'NAVY BLUE WITH MATCHING BRA AND GIRDLE'}, 'CLOTHING_3': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'BRA', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'MID BLUE WITH MATCHING BRIEFS AND GIRDLE'}, 'CLOTHING_4': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'KNICKERS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'MID BLUE WITH MATCHING BRA AND GIRDLE'}, 'CLOTHING_5': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'STOCKINGS', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",,"decomposed body washed ashore at great yarmouth. believed she may be french due to clothing. female has previously had children and had worn a wedding ring, although this was not found on the body.",ring - 1 - wedding ring had been worn but not found on body,
06-024302,male,18,30,white european,170,large,1972-02-18,,body,brown - thinning,unknown,unknown,"{'FEATURE_1': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'FALSE TEETH', 'LOCATION': 'TEETH', 'DESCRIPTION': None}, 'FEATURE_2': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'FALSE TEETH', 'LOCATION': 'TEETH', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'VEST', 'COLOUR': 'BEIGE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LIGHT FAWN COLOUR WOOLLEN SHORT SLEEVED WITH BUTTONED NECK'}, 'CLOTHING_2': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNDERPANTS', 'COLOUR': 'BEIGE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LIGHT FAWN COLOUR LONG WOOLLEN'}, 'CLOTHING_3': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BEIGE', 'PATTERN': 'CHECKED', 'DESCRIPTION': 'FAWN COLOUR NYLON ATTACHED SHIRT WITH SMALL CHECK'}, 'CLOTHING_4': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'CALF LENGTH SOCKS RIBBED WITH PATTERN GOLD STRIPE AND GREEN LEAF'}, 'CLOTHING_5': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'CARDIGAN', 'COLOUR': 'BEIGE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LIGHT WOOLLEN LONG SLEEVED BELIEVED TO BE BEIGE COLOUR'}, 'CLOTHING_6': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'SINGLE BREASTED', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DARK BLUE'}, 'CLOTHING_7': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'FLANNEL WORN WITH BRACES'}, 'CLOTHING_8': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BRACES'}, 'CLOTHING_9': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'LACE', 'COLOUR': 'UP', 'PATTERN': 'BLACK', 'DESCRIPTION': 'UNKNOWN'}}",,decomposed body found on north bank of river humber at keyingham. believed to have been in the water 6 to 8 weeks.,,
06-025993,male,18,30,white european,178,medium,1971-12-05,,body,,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'MAKE IS ""FOSTER BROS"" MADE IN PORTUGAL WITH ""F.B."" THEREON.'}}",,"decomposed body found in the river thames, opposite comley's wharf.","watch - 1 - hong kong imitation of ""ernest borrell and son"" 924143/198165e",
06-024873,male,18,30,white european,163,thin,1971-10-26,,body,,,unknown,,,,decomposed body washed ashore at brean. belived to have been in the water for approximately 3 to 4 months.,,
06-026173,male,18,30,white european,173,large,1971-10-24,,body,,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'MACKINTOSH', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'PLASTIC'}, 'CLOTHING_2': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BROWN AND BLUE'}, 'CLOTHING_3': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'SIZE 16.5""'}, 'CLOTHING_4': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BROWN', 'PATTERN': 'CHECKED', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LIGHT BROWN SIZE 9'}, 'CLOTHING_6': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'ORANGE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_7': {'CATEGORY': 'TIE', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LIGHT BLUE'}}","['�102 in cash', 'comb', 'ballpoint pen', 'white airtex singlet']","decomposed body found in the river thames, dukes shore.",,
06-024872,male,18,30,unknown,173,medium,1971-10-05,,remains,,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'STRIPED', 'DESCRIPTION': 'REMAINS OF THESE FOUND'}, 'CLOTHING_2': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNDERPANTS', 'COLOUR': 'ORANGE', 'PATTERN': 'FLORAL', 'DESCRIPTION': 'SHORT ORANGE AND WHITE DESIGN'}, 'CLOTHING_3': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '1 X SOCK ON RIGHT FOOT'}}",,remains found washed ashore at lydd-on-sea.,,
06-024870,male,18,30,white european,,,1971-08-26,,body,,,unknown,"{'FEATURE_1': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'SURGICAL', 'LOCATION': 'LEFT ABDOMEN', 'DESCRIPTION': None}, 'FEATURE_2': {'CATEGORY': 'PECULIARITY', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'LEFT ABDOMEN', 'DESCRIPTION': None}, 'FEATURE_3': {'CATEGORY': 'PECULIARITY', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'LEFT LEG', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'DANIMAC' COAT WITH HALF TARTAN LINING '46R' ON INSIDE TAG""}, 'CLOTHING_2': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'SPORTS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'CHECKED', 'DESCRIPTION': 'HARRIS TWEED CHECK'}, 'CLOTHING_3': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'SWEATER', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'MULTI', 'PATTERN': 'STRIPED', 'DESCRIPTION': 'BLUE, BROWN AND WHITE'}, 'CLOTHING_5': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'VEST', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'ST MICHAEL'""}, 'CLOTHING_6': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'VEST', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'STRING'}, 'CLOTHING_7': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""DARK GREY 'GUARDS'""}, 'CLOTHING_8': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNDERPANTS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""2 X PAIRS OF 'ST MICHAEL'""}, 'CLOTHING_9': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""SIZE 10 LEATHER WITH '4101""}, 'CLOTHING_10': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",,found in the caledonian canal at inverness. his pockets were weighted down with stones. believed to have been dead approximately 4 to 6 weeks.,"watch - 1 - 'roamer sports' watch number 57839 round face with white dial with strokes instead of numbers, black strap stopped at 2.59",
06-024869,male,18,30,white european,175,medium,1971-07-31,,body,dark brown - greying,unknown,grey,"{'FEATURE_1': {'CATEGORY': 'MARK', 'SUBCATEGORY': 'WART', 'LOCATION': 'LEFT FINGER', 'DESCRIPTION': None}, 'FEATURE_2': {'CATEGORY': 'MARK', 'SUBCATEGORY': 'BIRTH', 'LOCATION': 'RIGHT LEG', 'DESCRIPTION': None}, 'FEATURE_3': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'NEEDLE MARKS', 'LOCATION': 'LEFT ARM', 'DESCRIPTION': None}, 'FEATURE_4': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'SURGICAL', 'LOCATION': 'LEFT BACK', 'DESCRIPTION': None}, 'FEATURE_5': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'UPPER TEETH', 'LOCATION': 'TEETH', 'DESCRIPTION': None}, 'FEATURE_6': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'LOWER', 'LOCATION': 'TEETH', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'RAINCOAT', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'LOVAT HEPWORTH DRIBACK' GABERDINE""}, 'CLOTHING_2': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'SUIT', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LIGHT BROWN'}, 'CLOTHING_3': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'SUIT', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LIGHT BROWN'}, 'CLOTHING_4': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BELT WITH DETACHABLE BUCKLES'}, 'CLOTHING_5': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'SWEATER', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DARK BLUE SHORT SLEEVED PULLOVER'}, 'CLOTHING_6': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'MULTI', 'PATTERN': 'STRIPED', 'DESCRIPTION': ""CREAM+BLACK LABEL 'BIELEFELDER FABRIKAT, LAVALFIX 1ST EINLAVFFEST'""}, 'CLOTHING_7': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNDERPANTS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""INSCRIBED IN INDIAN INK 'V.F. 143' BLVD GOVERNMENT ESTABLISHMENT MARK""}, 'CLOTHING_8': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LIGHT GREEN'}, 'CLOTHING_9': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SANDALS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'SANDALS WITH RED RUBBER SOLES'}, 'CLOTHING_10': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'TRILBY', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",,"found at the side of blackwell mill lane, topley pike quarry. believed to have committed suicide by overdosing on tuinal capsules. may possibly have been german.",watch - 1 - gents silver plated 'fludo' wristlet watch,
06-025994,male,18,30,unknown,157,thin,1971-07-05,,body,,,blue,"{'FEATURE_1': {'CATEGORY': 'TATTOO', 'SUBCATEGORY': 'MALE FIGURE', 'LOCATION': 'RIGHT ARM', 'DESCRIPTION': None}, 'FEATURE_2': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'ABDOMEN', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}","['ronson gas lighter', '�8.50 cash']",male collapsed in the high road n17.,"watch - 1 - white metal ""ingersoll"" on bracelet",
06-023883,female,18,30,unknown,147,medium,1971-06-08,,body,,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",,"found on foreshore at kingsbarn, fife. no teeth but no evidence of denture wear. two burr holes exist in the skull above and behind each ear as a result of surgery.",,
06-026080,male,18,30,afro caribbean,178,medium,1971-06-08,,body,black - curly,,unknown,"{'FEATURE_1': {'CATEGORY': 'MARK', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'LEFT ARM', 'DESCRIPTION': None}}",,,found in river thames at hays wharf.,,
06-026171,male,18,30,unknown,175,thin,1971-04-18,,body,,,blue,,"{'CLOTHING_1': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'BOOTS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",,burnt body found at barnes passage w4.,,
06-024612,male,18,30,white european,175,medium,1971-03-31,,body,black - curly,,unknown,"{'FEATURE_1': {'CATEGORY': 'PECULIARITY', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'SCALP', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '1 X SOCK ON RIGHT FOOT'}, 'CLOTHING_2': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'POLO NECK', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""BLACK,GOLD+WHITE. 100% ACRILAN. 'SPINNEY' MAKE""}}",,"found on the foreshore of the severn estuary, fishermans walk, rogiet. believed to have been in water for 18 months or possibly longer.",,
06-024611,male,18,30,white european,172,thin,1971-03-26,,body,brown - straight - short,,unknown,"{'FEATURE_1': {'CATEGORY': 'PECULIARITY', 'SUBCATEGORY': 'DEFORMED', 'LOCATION': 'NECK', 'DESCRIPTION': 'HAD A NECK CONDITION (TORTICOLLIS) THAT WOULD CAUSE HIS HEAD TO LEAN TO THE RIGHT'}}","{'CLOTHING_1': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'MUSTARD COLOURED HEEL AND TOE WITH THE REMAINDER A PINKISH BEIGE COLOUR'}}",,"male body was found in a shallow grave in a field off newton road, burton. it is believed he had been there for 9 to 12 months. he has a partial upper denture and had extensive dental work done less than 6 months before his death. his hands were small with well kept short nails.",ring - 1 - ladies 9ct gold wedding ring on right finger manufactured in 1967/1968 by henry showell ltd,
06-026172,male,18,30,unknown,178,thin,1971-01-28,,body,grey - bald,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",,"decomposed body found in a derelict shed at the allotments near scrubbs lane. he had been stopped by police on 27 march 1970 and gave the name ""liam sean o'brian"".",,
06-026215,male,18,30,unknown,175,thin,1970-12-03,,body,white - dirty,moustache,grey,,"{'CLOTHING_1': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'RED', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'OVERCOAT', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'CHECKED', 'DESCRIPTION': None}}",,body found in derelict premises. all his clothing was dirty and he is thought to be a vagrant.,,
06-025450,unknown,18,30,,,,1970-10-28,,body,,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LEATHER BELT 31""'}, 'CLOTHING_2': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'BOOTS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LEFT FOOT'}, 'CLOTHING_3': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'RED AND FAWN'}}",,decomposed body was washed ashore at redcar. there was no evidence of any injury. the teeth in the lower jaw had been extracted for some considerable time.,,
06-026213,male,18,30,white european,175,large,1970-10-27,,body,brown - curly,,brown,,"{'CLOTHING_1': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'BOOTS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'CHELSEA'}}",,decomposed body was recovered from the river thames at chelsea reach.,,
